contexto_pergunta,conteudo_resposta,classificada_como_ofensiva,classificada_como_sentimento
Avalie o material didático utilizado nas aulas.,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Como foi sua interação com o professor?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Cada aula era uma emoção... de tédio.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Cada aula era uma emoção... de tédio.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,"Nossa, melhor aula para dormir.",0,irônico
O que você achou das aulas deste semestre?,"Inesquecível, infelizmente.",0,irônico
O que você achou das aulas deste semestre?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Como foi sua experiência com as atividades propostas?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Inspirador... a sair da sala.,0,irônico
Como foi sua interação com o professor?,"Nossa, melhor aula para dormir.",0,irônico
Como o professor lidou com as dúvidas dos alunos?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como você avalia o desempenho do professor durante o semestre?,Inspirador... a sair da sala.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Altos momentos de desespero.,0,irônico
O que achou da metodologia usada pelo professor?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Qual sua percepção geral da disciplina?,Nem percebi que estava tendo aula.,0,irônico
Avalie o material didático utilizado nas aulas.,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como foi sua experiência com as atividades propostas?,A melhor forma de aprender o que não fazer.,0,irônico
Como foi sua experiência com as atividades propostas?,Aprendi tudo... com o Google.,0,irônico
Qual sua percepção geral da disciplina?,A melhor forma de aprender o que não fazer.,0,irônico
Você recomendaria essa disciplina para outros alunos?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Você recomendaria essa disciplina para outros alunos?,"Com ele, aprendi a não depender da aula.",0,irônico
Qual sua percepção geral da disciplina?,Um verdadeiro show de horrores.,0,irônico
Como foi sua interação com o professor?,Inspirador... a sair da sala.,0,irônico
Avalie o material didático utilizado nas aulas.,Inspirador... a sair da sala.,0,irônico
O que você achou das aulas deste semestre?,A melhor forma de aprender o que não fazer.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Inspirador... a sair da sala.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,"Inesquecível, infelizmente.",0,irônico
Como você avalia o conteúdo apresentado?,Nem percebi que estava tendo aula.,0,irônico
Você recomendaria essa disciplina para outros alunos?,"Nossa, melhor aula para dormir.",0,irônico
O que você achou das aulas deste semestre?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
O que você achou das aulas deste semestre?,Altos momentos de desespero.,0,irônico
O que achou da metodologia usada pelo professor?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Como foi sua interação com o professor?,Nem percebi que estava tendo aula.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Muito didático... para quem já sabia tudo.,0,irônico
Como foi sua interação com o professor?,Inspirador... a sair da sala.,0,irônico
Como foi sua experiência com as atividades propostas?,A melhor forma de aprender o que não fazer.,0,irônico
O que você achou das aulas deste semestre?,Inspirador... a sair da sala.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Um verdadeiro show de horrores.,0,irônico
Como foi sua interação com o professor?,Foi uma aula de como não ensinar.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Professor carismático igual uma porta.,0,irônico
Avalie o material didático utilizado nas aulas.,Dinâmica incrível: ler slides em voz alta.,0,irônico
Avalie o material didático utilizado nas aulas.,A melhor forma de aprender o que não fazer.,0,irônico
O que você achou das aulas deste semestre?,"Com ele, aprendi a não depender da aula.",0,irônico
O que achou da metodologia usada pelo professor?,"Inesquecível, infelizmente.",0,irônico
Você recomendaria essa disciplina para outros alunos?,Didática tão clara quanto lama.,0,irônico
Qual sua percepção geral da disciplina?,Didática tão clara quanto lama.,0,irônico
Como foi sua interação com o professor?,Cada aula era uma emoção... de tédio.,0,irônico
Avalie o material didático utilizado nas aulas.,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
O que você achou das aulas deste semestre?,Nem percebi que estava tendo aula.,0,irônico
O que você achou das aulas deste semestre?,Inspirador... a sair da sala.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Foi uma aula de como não ensinar.,0,irônico
Qual sua percepção geral da disciplina?,Amei tanto que quero repetir (só que não).,0,irônico
Como foi sua interação com o professor?,Muito didático... para quem já sabia tudo.,0,irônico
Como você avalia o conteúdo apresentado?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
O que achou da metodologia usada pelo professor?,"Nossa, melhor aula para dormir.",0,irônico
Como você avalia o conteúdo apresentado?,Didática tão clara quanto lama.,0,irônico
Como foi sua experiência com as atividades propostas?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como foi sua experiência com as atividades propostas?,"Nossa, melhor aula para dormir.",0,irônico
Como você avalia o desempenho do professor durante o semestre?,Altos momentos de desespero.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Didática tão clara quanto lama.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,"Inesquecível, infelizmente.",0,irônico
Qual sua percepção geral da disciplina?,Inspirador... a sair da sala.,0,irônico
O que você achou das aulas deste semestre?,"Nossa, melhor aula para dormir.",0,irônico
Você recomendaria essa disciplina para outros alunos?,Inspirador... a sair da sala.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Foi uma aula de como não ensinar.,0,irônico
Qual sua percepção geral da disciplina?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como foi sua interação com o professor?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como foi sua interação com o professor?,Cada aula era uma emoção... de tédio.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Avalie o material didático utilizado nas aulas.,Nem percebi que estava tendo aula.,0,irônico
Você recomendaria essa disciplina para outros alunos?,"Com ele, aprendi a não depender da aula.",0,irônico
O que você achou das aulas deste semestre?,Didática tão clara quanto lama.,0,irônico
O que você achou das aulas deste semestre?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Como foi sua experiência com as atividades propostas?,Didática tão clara quanto lama.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,"Nossa, melhor aula para dormir.",0,irônico
O que você achou das aulas deste semestre?,Inspirador... a sair da sala.,0,irônico
Qual sua percepção geral da disciplina?,"Inesquecível, infelizmente.",0,irônico
Avalie o material didático utilizado nas aulas.,Foi uma aula de como não ensinar.,0,irônico
Como você avalia o conteúdo apresentado?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como foi sua experiência com as atividades propostas?,"Com ele, aprendi a não depender da aula.",0,irônico
Você recomendaria essa disciplina para outros alunos?,"Inesquecível, infelizmente.",0,irônico
Como você avalia o desempenho do professor durante o semestre?,Inspirador... a sair da sala.,0,irônico
O que você achou das aulas deste semestre?,Professor carismático igual uma porta.,0,irônico
Qual sua percepção geral da disciplina?,"Inesquecível, infelizmente.",0,irônico
Como o professor lidou com as dúvidas dos alunos?,Altos momentos de desespero.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Professor carismático igual uma porta.,0,irônico
Como foi sua interação com o professor?,Inspirador... a sair da sala.,0,irônico
Avalie o material didático utilizado nas aulas.,Muito didático... para quem já sabia tudo.,0,irônico
Você recomendaria essa disciplina para outros alunos?,A melhor forma de aprender o que não fazer.,0,irônico
Como foi sua interação com o professor?,"Com ele, aprendi a não depender da aula.",0,irônico
O que você achou das aulas deste semestre?,Amei tanto que quero repetir (só que não).,0,irônico
O que você achou das aulas deste semestre?,Muito didático... para quem já sabia tudo.,0,irônico
Você recomendaria essa disciplina para outros alunos?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como foi sua interação com o professor?,Aprendi tudo... com o Google.,0,irônico
Como foi sua experiência com as atividades propostas?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Avalie o material didático utilizado nas aulas.,Altos momentos de desespero.,0,irônico
Qual sua percepção geral da disciplina?,Foi uma aula de como não ensinar.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Dinâmica incrível: ler slides em voz alta.,0,irônico
O que você achou das aulas deste semestre?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Inspirador... a sair da sala.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Um verdadeiro show de horrores.,0,irônico
Como você avalia o conteúdo apresentado?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
O que você achou das aulas deste semestre?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Aprendi tudo... com o Google.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Aprendi tudo... com o Google.,0,irônico
O que você achou das aulas deste semestre?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Amei tanto que quero repetir (só que não).,0,irônico
Como foi sua experiência com as atividades propostas?,Muito didático... para quem já sabia tudo.,0,irônico
Como foi sua interação com o professor?,Dinâmica incrível: ler slides em voz alta.,0,irônico
O que achou da metodologia usada pelo professor?,Foi uma aula de como não ensinar.,0,irônico
Como foi sua experiência com as atividades propostas?,Um verdadeiro show de horrores.,0,irônico
Como foi sua experiência com as atividades propostas?,Aprendi tudo... com o Google.,0,irônico
Avalie o material didático utilizado nas aulas.,"Com ele, aprendi a não depender da aula.",0,irônico
Avalie o material didático utilizado nas aulas.,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Avalie o material didático utilizado nas aulas.,"Nossa, melhor aula para dormir.",0,irônico
O que achou da metodologia usada pelo professor?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como foi sua interação com o professor?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Qual sua percepção geral da disciplina?,"Nossa, melhor aula para dormir.",0,irônico
Como você avalia o conteúdo apresentado?,Didática tão clara quanto lama.,0,irônico
O que você achou das aulas deste semestre?,Altos momentos de desespero.,0,irônico
O que você achou das aulas deste semestre?,Amei tanto que quero repetir (só que não).,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Amei tanto que quero repetir (só que não).,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Aprendi tudo... com o Google.,0,irônico
Você recomendaria essa disciplina para outros alunos?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Avalie o material didático utilizado nas aulas.,Inspirador... a sair da sala.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Foi uma aula de como não ensinar.,0,irônico
O que você achou das aulas deste semestre?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
O que achou da metodologia usada pelo professor?,"Com ele, aprendi a não depender da aula.",0,irônico
Qual sua percepção geral da disciplina?,Muito didático... para quem já sabia tudo.,0,irônico
O que achou da metodologia usada pelo professor?,Nem percebi que estava tendo aula.,0,irônico
Como foi sua experiência com as atividades propostas?,"Inesquecível, infelizmente.",0,irônico
Você recomendaria essa disciplina para outros alunos?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
O que achou da metodologia usada pelo professor?,Inspirador... a sair da sala.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Qual sua percepção geral da disciplina?,A melhor forma de aprender o que não fazer.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,"Nossa, melhor aula para dormir.",0,irônico
Como foi sua interação com o professor?,Aprendi tudo... com o Google.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Muito didático... para quem já sabia tudo.,0,irônico
Como você avalia o conteúdo apresentado?,Professor carismático igual uma porta.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Foi uma aula de como não ensinar.,0,irônico
Como foi sua interação com o professor?,Um verdadeiro show de horrores.,0,irônico
Avalie o material didático utilizado nas aulas.,Amei tanto que quero repetir (só que não).,0,irônico
Avalie o material didático utilizado nas aulas.,"Nossa, melhor aula para dormir.",0,irônico
O que você achou das aulas deste semestre?,"Inesquecível, infelizmente.",0,irônico
Você recomendaria essa disciplina para outros alunos?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Como você avalia o conteúdo apresentado?,Foi uma aula de como não ensinar.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Muito didático... para quem já sabia tudo.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Inspirador... a sair da sala.,0,irônico
Como foi sua interação com o professor?,Professor carismático igual uma porta.,0,irônico
O que achou da metodologia usada pelo professor?,Um verdadeiro show de horrores.,0,irônico
Como foi sua experiência com as atividades propostas?,Cada aula era uma emoção... de tédio.,0,irônico
Como foi sua interação com o professor?,"Com ele, aprendi a não depender da aula.",0,irônico
Como foi sua interação com o professor?,Cada aula era uma emoção... de tédio.,0,irônico
Qual sua percepção geral da disciplina?,"Inesquecível, infelizmente.",0,irônico
Como você avalia o desempenho do professor durante o semestre?,Muito didático... para quem já sabia tudo.,0,irônico
Qual sua percepção geral da disciplina?,"Inesquecível, infelizmente.",0,irônico
O que achou da metodologia usada pelo professor?,"Inesquecível, infelizmente.",0,irônico
O que achou da metodologia usada pelo professor?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
O que você achou das aulas deste semestre?,"Nossa, melhor aula para dormir.",0,irônico
Avalie o material didático utilizado nas aulas.,Foi uma aula de como não ensinar.,0,irônico
Como você avalia o conteúdo apresentado?,Professor carismático igual uma porta.,0,irônico
Qual sua percepção geral da disciplina?,A melhor forma de aprender o que não fazer.,0,irônico
Você recomendaria essa disciplina para outros alunos?,A melhor forma de aprender o que não fazer.,0,irônico
Como foi sua experiência com as atividades propostas?,Um verdadeiro show de horrores.,0,irônico
Avalie o material didático utilizado nas aulas.,Nem percebi que estava tendo aula.,0,irônico
O que você achou das aulas deste semestre?,Nem percebi que estava tendo aula.,0,irônico
O que achou da metodologia usada pelo professor?,Inspirador... a sair da sala.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,A melhor forma de aprender o que não fazer.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Amei tanto que quero repetir (só que não).,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Didática tão clara quanto lama.,0,irônico
Avalie o material didático utilizado nas aulas.,"Inesquecível, infelizmente.",0,irônico
O que você achou das aulas deste semestre?,"Inesquecível, infelizmente.",0,irônico
Avalie o material didático utilizado nas aulas.,Cada aula era uma emoção... de tédio.,0,irônico
Como foi sua experiência com as atividades propostas?,"Nossa, melhor aula para dormir.",0,irônico
O que achou da metodologia usada pelo professor?,A melhor forma de aprender o que não fazer.,0,irônico
Como você avalia o conteúdo apresentado?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como você avalia o desempenho do professor durante o semestre?,Inspirador... a sair da sala.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Cada aula era uma emoção... de tédio.,0,irônico
Como foi sua experiência com as atividades propostas?,Aprendi tudo... com o Google.,0,irônico
O que você achou das aulas deste semestre?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Aprendi tudo... com o Google.,0,irônico
O que você achou das aulas deste semestre?,"Com ele, aprendi a não depender da aula.",0,irônico
O que achou da metodologia usada pelo professor?,Amei tanto que quero repetir (só que não).,0,irônico
Você recomendaria essa disciplina para outros alunos?,Inspirador... a sair da sala.,0,irônico
Qual sua percepção geral da disciplina?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como o professor lidou com as dúvidas dos alunos?,Inspirador... a sair da sala.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Foi uma aula de como não ensinar.,0,irônico
Como foi sua interação com o professor?,Altos momentos de desespero.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Foi uma aula de como não ensinar.,0,irônico
Qual sua percepção geral da disciplina?,Inspirador... a sair da sala.,0,irônico
Como você avalia o conteúdo apresentado?,Professor carismático igual uma porta.,0,irônico
Qual sua percepção geral da disciplina?,"Nossa, melhor aula para dormir.",0,irônico
Como foi sua interação com o professor?,"Nossa, melhor aula para dormir.",0,irônico
Como foi sua interação com o professor?,Inspirador... a sair da sala.,0,irônico
Como foi sua experiência com as atividades propostas?,Foi uma aula de como não ensinar.,0,irônico
Como foi sua interação com o professor?,Amei tanto que quero repetir (só que não).,0,irônico
Você recomendaria essa disciplina para outros alunos?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Um verdadeiro show de horrores.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Cada aula era uma emoção... de tédio.,0,irônico
Como foi sua experiência com as atividades propostas?,Muito didático... para quem já sabia tudo.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Um verdadeiro show de horrores.,0,irônico
Avalie o material didático utilizado nas aulas.,"Com ele, aprendi a não depender da aula.",0,irônico
Como foi sua interação com o professor?,"Inesquecível, infelizmente.",0,irônico
O que achou da metodologia usada pelo professor?,Altos momentos de desespero.,0,irônico
Como você avalia o conteúdo apresentado?,Foi uma aula de como não ensinar.,0,irônico
Como foi sua interação com o professor?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como o professor lidou com as dúvidas dos alunos?,Muito didático... para quem já sabia tudo.,0,irônico
Como foi sua interação com o professor?,Muito didático... para quem já sabia tudo.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Muito didático... para quem já sabia tudo.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Como você avalia o conteúdo apresentado?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Avalie o material didático utilizado nas aulas.,Amei tanto que quero repetir (só que não).,0,irônico
Avalie o material didático utilizado nas aulas.,Cada aula era uma emoção... de tédio.,0,irônico
Você recomendaria essa disciplina para outros alunos?,A melhor forma de aprender o que não fazer.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
O que você achou das aulas deste semestre?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
O que você achou das aulas deste semestre?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Avalie o material didático utilizado nas aulas.,Amei tanto que quero repetir (só que não).,0,irônico
Qual sua percepção geral da disciplina?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como foi sua interação com o professor?,Muito didático... para quem já sabia tudo.,0,irônico
Qual sua percepção geral da disciplina?,Um verdadeiro show de horrores.,0,irônico
O que você achou das aulas deste semestre?,Altos momentos de desespero.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Um verdadeiro show de horrores.,0,irônico
O que você achou das aulas deste semestre?,Professor carismático igual uma porta.,0,irônico
Como foi sua experiência com as atividades propostas?,Aprendi tudo... com o Google.,0,irônico
Como foi sua experiência com as atividades propostas?,Altos momentos de desespero.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Você recomendaria essa disciplina para outros alunos?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como foi sua interação com o professor?,Didática tão clara quanto lama.,0,irônico
Avalie o material didático utilizado nas aulas.,Cada aula era uma emoção... de tédio.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,A melhor forma de aprender o que não fazer.,0,irônico
Avalie o material didático utilizado nas aulas.,A melhor forma de aprender o que não fazer.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Didática tão clara quanto lama.,0,irônico
Qual sua percepção geral da disciplina?,Inspirador... a sair da sala.,0,irônico
O que achou da metodologia usada pelo professor?,"Inesquecível, infelizmente.",0,irônico
O que você achou das aulas deste semestre?,Foi uma aula de como não ensinar.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Foi uma aula de como não ensinar.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Um verdadeiro show de horrores.,0,irônico
Como foi sua experiência com as atividades propostas?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Avalie o material didático utilizado nas aulas.,A melhor forma de aprender o que não fazer.,0,irônico
Como foi sua interação com o professor?,"Nossa, melhor aula para dormir.",0,irônico
Qual sua percepção geral da disciplina?,"Nossa, melhor aula para dormir.",0,irônico
Avalie o material didático utilizado nas aulas.,Cada aula era uma emoção... de tédio.,0,irônico
Como foi sua interação com o professor?,Um verdadeiro show de horrores.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Muito didático... para quem já sabia tudo.,0,irônico
O que você achou das aulas deste semestre?,Altos momentos de desespero.,0,irônico
Como foi sua interação com o professor?,"Inesquecível, infelizmente.",0,irônico
O que achou da metodologia usada pelo professor?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como foi sua experiência com as atividades propostas?,"Nossa, melhor aula para dormir.",0,irônico
O que achou da metodologia usada pelo professor?,Aprendi tudo... com o Google.,0,irônico
Como você avalia o conteúdo apresentado?,Inspirador... a sair da sala.,0,irônico
Avalie o material didático utilizado nas aulas.,Um verdadeiro show de horrores.,0,irônico
O que você achou das aulas deste semestre?,Nem percebi que estava tendo aula.,0,irônico
Como foi sua interação com o professor?,Professor carismático igual uma porta.,0,irônico
Qual sua percepção geral da disciplina?,A melhor forma de aprender o que não fazer.,0,irônico
Avalie o material didático utilizado nas aulas.,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Como você avalia o conteúdo apresentado?,Foi uma aula de como não ensinar.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Amei tanto que quero repetir (só que não).,0,irônico
Avalie o material didático utilizado nas aulas.,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Qual sua percepção geral da disciplina?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como foi sua interação com o professor?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Um verdadeiro show de horrores.,0,irônico
Como foi sua interação com o professor?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Como você avalia o conteúdo apresentado?,Professor carismático igual uma porta.,0,irônico
Avalie o material didático utilizado nas aulas.,Cada aula era uma emoção... de tédio.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Inspirador... a sair da sala.,0,irônico
Você recomendaria essa disciplina para outros alunos?,A melhor forma de aprender o que não fazer.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Avalie o material didático utilizado nas aulas.,Altos momentos de desespero.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Amei tanto que quero repetir (só que não).,0,irônico
Como você avalia o conteúdo apresentado?,Professor carismático igual uma porta.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,"Nossa, melhor aula para dormir.",0,irônico
Você recomendaria essa disciplina para outros alunos?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como você avalia o conteúdo apresentado?,Amei tanto que quero repetir (só que não).,0,irônico
Como foi sua experiência com as atividades propostas?,Um verdadeiro show de horrores.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Aprendi tudo... com o Google.,0,irônico
Como foi sua experiência com as atividades propostas?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
O que você achou das aulas deste semestre?,A melhor forma de aprender o que não fazer.,0,irônico
Como você avalia o conteúdo apresentado?,A melhor forma de aprender o que não fazer.,0,irônico
O que você achou das aulas deste semestre?,Amei tanto que quero repetir (só que não).,0,irônico
Como foi sua experiência com as atividades propostas?,Amei tanto que quero repetir (só que não).,0,irônico
Como foi sua interação com o professor?,Amei tanto que quero repetir (só que não).,0,irônico
Qual sua percepção geral da disciplina?,Foi uma aula de como não ensinar.,0,irônico
Como foi sua experiência com as atividades propostas?,Nem percebi que estava tendo aula.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Foi uma aula de como não ensinar.,0,irônico
Avalie o material didático utilizado nas aulas.,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,"Com ele, aprendi a não depender da aula.",0,irônico
Qual sua percepção geral da disciplina?,"Nossa, melhor aula para dormir.",0,irônico
Como foi sua interação com o professor?,Cada aula era uma emoção... de tédio.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
O que você achou das aulas deste semestre?,Didática tão clara quanto lama.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Muito didático... para quem já sabia tudo.,0,irônico
O que achou da metodologia usada pelo professor?,Foi uma aula de como não ensinar.,0,irônico
Como você avalia o conteúdo apresentado?,"Nossa, melhor aula para dormir.",0,irônico
Como você avalia o conteúdo apresentado?,Altos momentos de desespero.,0,irônico
Como você avalia o conteúdo apresentado?,Cada aula era uma emoção... de tédio.,0,irônico
O que você achou das aulas deste semestre?,A melhor forma de aprender o que não fazer.,0,irônico
Qual sua percepção geral da disciplina?,"Nossa, melhor aula para dormir.",0,irônico
Como o professor lidou com as dúvidas dos alunos?,Amei tanto que quero repetir (só que não).,0,irônico
Como o professor lidou com as dúvidas dos alunos?,"Nossa, melhor aula para dormir.",0,irônico
Como foi sua experiência com as atividades propostas?,Foi uma aula de como não ensinar.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Foi uma aula de como não ensinar.,0,irônico
Como você avalia o conteúdo apresentado?,Foi uma aula de como não ensinar.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Inspirador... a sair da sala.,0,irônico
Qual sua percepção geral da disciplina?,Foi uma aula de como não ensinar.,0,irônico
Como você avalia o conteúdo apresentado?,Muito didático... para quem já sabia tudo.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Altos momentos de desespero.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Professor carismático igual uma porta.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Professor carismático igual uma porta.,0,irônico
Como você avalia o conteúdo apresentado?,Amei tanto que quero repetir (só que não).,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Professor carismático igual uma porta.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Altos momentos de desespero.,0,irônico
Como foi sua interação com o professor?,"Nossa, melhor aula para dormir.",0,irônico
Como você avalia o desempenho do professor durante o semestre?,"Com ele, aprendi a não depender da aula.",0,irônico
Avalie o material didático utilizado nas aulas.,Inspirador... a sair da sala.,0,irônico
Qual sua percepção geral da disciplina?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como foi sua experiência com as atividades propostas?,Amei tanto que quero repetir (só que não).,0,irônico
Como você avalia o conteúdo apresentado?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Qual sua percepção geral da disciplina?,Muito didático... para quem já sabia tudo.,0,irônico
Avalie o material didático utilizado nas aulas.,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como foi sua interação com o professor?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Você recomendaria essa disciplina para outros alunos?,Muito didático... para quem já sabia tudo.,0,irônico
Avalie o material didático utilizado nas aulas.,A melhor forma de aprender o que não fazer.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Cada aula era uma emoção... de tédio.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,"Com ele, aprendi a não depender da aula.",0,irônico
Qual sua percepção geral da disciplina?,Aprendi tudo... com o Google.,0,irônico
